Food.code	taxonomy	Description
58161502	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_brown_with_carrots_and_dark_green_vegetables_fat_not_added_in_cooking	Rice brown with carrots and dark green vegetables fat not added in cooking
58161504	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_brown_with_carrots_and_dark_green_vegetables_fat_added_in_cooking	Rice brown with carrots and dark green vegetables fat added in cooking
58161510	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Grape_leaves_stuffed_with_rice	Grape leaves stuffed with rice
58161520	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_brown_with_carrots_dark_green_vegetables_and_tomatoes_andor_tomatobased_sauce_NS_as_to_fat_added_in_cooking	Rice brown with carrots dark green vegetables and tomatoes andor tomatobased sauce NS as to fat added in cooking
58161522	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_brown_with_carrots_dark_green_vegetables_and_tomatoes_andor_tomatobased_sauce_fat_not_added_in_cooking	Rice brown with carrots dark green vegetables and tomatoes andor tomatobased sauce fat not added in cooking
58161524	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_brown_with_carrots_dark_green_vegetables_and_tomatoes_andor_tomatobased_sauce_fat_added_in_cooking	Rice brown with carrots dark green vegetables and tomatoes andor tomatobased sauce fat added in cooking
58161530	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_brown_with_other_vegetables_NS_as_to_fat_added_in_cooking	Rice brown with other vegetables NS as to fat added in cooking
58161532	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_brown_with_other_vegetables_fat_not_added_in_cooking	Rice brown with other vegetables fat not added in cooking
58161534	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_brown_with_other_vegetables_fat_added_in_cooking	Rice brown with other vegetables fat added in cooking
58161710	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_croquette	Rice croquette
58162090	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Stuffed_pepper_with_meat	Stuffed pepper with meat
58162110	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Stuffed_pepper_with_rice_and_meat	Stuffed pepper with rice and meat
58162120	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Stuffed_pepper_with_rice_meatless	Stuffed pepper with rice meatless
58162130	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Stuffed_tomato_with_rice_and_meat	Stuffed tomato with rice and meat
58162140	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Stuffed_tomato_with_rice_meatless	Stuffed tomato with rice meatless
58162310	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_pilaf	Rice pilaf
58163130	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Dirty_rice	Dirty rice
58163310	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Flavored_rice_mixture	Flavored rice mixture
58163330	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Flavored_rice_mixture_with_cheese	Flavored rice mixture with cheese
58163360	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Flavored_rice_brown_and_wild	Flavored rice brown and wild
58163380	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Flavored_rice_and_pasta_mixture	Flavored rice and pasta mixture
58163400	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Flavored_rice_and_pasta_mixture_reduced_sodium	Flavored rice and pasta mixture reduced sodium
58163405	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Spanish_rice_from_restaurant	Spanish rice from restaurant
58163410	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Spanish_rice_fat_added_in_cooking	Spanish rice fat added in cooking
58163420	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Spanish_rice_fat_not_added_in_cooking	Spanish rice fat not added in cooking
58163430	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Spanish_rice_NS_as_to_fat_added_in_cooking	Spanish rice NS as to fat added in cooking
58163450	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Spanish_rice_with_ground_beef	Spanish rice with ground beef
58163510	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_dressing	Rice dressing
58164110	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_with_raisins	Rice with raisins
58164210	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_dessert_or_salad_with_fruit	Rice dessert or salad with fruit
58164500	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_white_with_cheese_andor_cream_based_sauce_NS_as_to_fat_added_in_cooking	Rice white with cheese andor cream based sauce NS as to fat added in cooking
58164510	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_white_with_cheese_andor_cream_based_sauce_fat_not_added_in_cooking	Rice white with cheese andor cream based sauce fat not added in cooking
58164520	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_white_with_cheese_andor_cream_based_sauce_fat_added_in_cooking	Rice white with cheese andor cream based sauce fat added in cooking
58164530	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_white_with_gravy_NS_as_to_fat_added_in_cooking	Rice white with gravy NS as to fat added in cooking
58164540	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_white_with_gravy_fat_not_added_in_cooking	Rice white with gravy fat not added in cooking
58164550	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_white_with_gravy_fat_added_in_cooking	Rice white with gravy fat added in cooking
58164560	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_white_with_soybased_sauce_NS_as_to_fat_added_in_cooking	Rice white with soybased sauce NS as to fat added in cooking
58164570	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_white_with_soybased_sauce_fat_not_added_in_cooking	Rice white with soybased sauce fat not added in cooking
58164580	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_white_with_soybased_sauce_fat_added_in_cooking	Rice white with soybased sauce fat added in cooking
58164800	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_brown_with_cheese_andor_cream_based_sauce_NS_as_to_fat_added_in_cooking	Rice brown with cheese andor cream based sauce NS as to fat added in cooking
58164810	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_brown_with_cheese_andor_cream_based_sauce_fat_not_added_in_cooking	Rice brown with cheese andor cream based sauce fat not added in cooking
58164820	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_brown_with_cheese_andor_cream_based_sauce_fat_added_in_cooking	Rice brown with cheese andor cream based sauce fat added in cooking
58164830	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_brown_with_gravy_NS_as_to_fat_added_in_cooking	Rice brown with gravy NS as to fat added in cooking
58164840	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_brown_with_gravy_fat_not_added_in_cooking	Rice brown with gravy fat not added in cooking
58164850	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_brown_with_gravy_fat_added_in_cooking	Rice brown with gravy fat added in cooking
58164860	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_brown_with_soybased_sauce_NS_as_to_fat_added_in_cooking	Rice brown with soybased sauce NS as to fat added in cooking
58164870	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_brown_with_soybased_sauce_fat_not_added_in_cooking	Rice brown with soybased sauce fat not added in cooking
58164880	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_brown_with_soybased_sauce_fat_added_in_cooking	Rice brown with soybased sauce fat added in cooking
58165000	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_white_with_vegetables_cheese_andor_cream_based_sauce_NS_as_to_fat_added_in_cooking	Rice white with vegetables cheese andor cream based sauce NS as to fat added in cooking
58165010	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_white_with_vegetables_cheese_andor_cream_based_sauce_fat_not_added_in_cooking	Rice white with vegetables cheese andor cream based sauce fat not added in cooking
58165020	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_white_with_vegetables_cheese_andor_cream_based_sauce_fat_added_in_cooking	Rice white with vegetables cheese andor cream based sauce fat added in cooking
58165030	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_white_with_vegetables_and_gravy_NS_as_to_fat_added_in_cooking	Rice white with vegetables and gravy NS as to fat added in cooking
58165040	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_white_with_vegetables_and_gravy_fat_not_added_in_cooking	Rice white with vegetables and gravy fat not added in cooking
58165050	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_white_with_vegetables_and_gravy_fat_added_in_cooking	Rice white with vegetables and gravy fat added in cooking
58165060	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_white_with_vegetables_soybased_sauce_NS_as_to_fat_added_in_cooking	Rice white with vegetables soybased sauce NS as to fat added in cooking
58165070	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_white_with_vegetables_soybased_sauce_fat_not_added_in_cooking	Rice white with vegetables soybased sauce fat not added in cooking
58165080	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_white_with_vegetables_soybased_sauce_fat_added_in_cooking	Rice white with vegetables soybased sauce fat added in cooking
58165400	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_brown_with_vegetables_cheese_andor_cream_based_sauce_NS_as_to_fat_added_in_cooking	Rice brown with vegetables cheese andor cream based sauce NS as to fat added in cooking
58165410	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_brown_with_vegetables_cheese_andor_cream_based_sauce_fat_not_added_in_cooking	Rice brown with vegetables cheese andor cream based sauce fat not added in cooking
58165420	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_brown_with_vegetables_cheese_andor_cream_based_sauce_fat_added_in_cooking	Rice brown with vegetables cheese andor cream based sauce fat added in cooking
58165430	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_brown_with_vegetables_and_gravy_NS_as_to_fat_added_in_cooking	Rice brown with vegetables and gravy NS as to fat added in cooking
58165440	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_brown_with_vegetables_and_gravy_fat_not_added_in_cooking	Rice brown with vegetables and gravy fat not added in cooking
58165450	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_brown_with_vegetables_and_gravy_fat_added_in_cooking	Rice brown with vegetables and gravy fat added in cooking
58165460	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_brown_with_vegetables_soybased_sauce_NS_as_to_fat_added_in_cooking	Rice brown with vegetables soybased sauce NS as to fat added in cooking
58165470	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_brown_with_vegetables_soybased_sauce_fat_not_added_in_cooking	Rice brown with vegetables soybased sauce fat not added in cooking
58165480	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Rice_brown_with_vegetables_soybased_sauce_fat_added_in_cooking	Rice brown with vegetables soybased sauce fat added in cooking
58174000	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Upma_Indian_breakfast_dish	Upma Indian breakfast dish
58175000	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Vada_Indian_fried_dumpling	Vada Indian fried dumpling
58175110	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Tabbouleh_bulgar_with_tomatoes_and_parsley	Tabbouleh bulgar with tomatoes and parsley
58200100	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Wrap_sandwich_filled_with_meat_poultry_or_fish_vegetables_and_rice	Wrap sandwich filled with meat poultry or fish vegetables and rice
58200200	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Wrap_sandwich_filled_with_vegetables_and_rice	Wrap sandwich filled with vegetables and rice
58200250	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Wrap_sandwich_filled_with_vegetables	Wrap sandwich filled with vegetables
58200300	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_;L5_;Wrap_sandwich_filled_with_meat_poultry_or_fish_vegetables_rice_and_cheese	Wrap sandwich filled with meat poultry or fish vegetables rice and cheese
58301020	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Frozen_plate_meals_with_grain_mixture_as_major_ingredient;L4_;L5_;Lasagna_with_cheese_and_sauce_diet_frozen_meal	Lasagna with cheese and sauce diet frozen meal
58301030	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Frozen_plate_meals_with_grain_mixture_as_major_ingredient;L4_;L5_;Veal_lasagna_diet_frozen_meal	Veal lasagna diet frozen meal
58301050	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Frozen_plate_meals_with_grain_mixture_as_major_ingredient;L4_;L5_;Lasagna_with_cheese_and_meat_sauce_diet_frozen_meal	Lasagna with cheese and meat sauce diet frozen meal
58301110	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Frozen_plate_meals_with_grain_mixture_as_major_ingredient;L4_;L5_;Vegetable_lasagna_frozen_meal	Vegetable lasagna frozen meal
58301150	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Frozen_plate_meals_with_grain_mixture_as_major_ingredient;L4_;L5_;Zucchini_lasagna_diet_frozen_meal	Zucchini lasagna diet frozen meal
58302000	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Frozen_plate_meals_with_grain_mixture_as_major_ingredient;L4_;L5_;Macaroni_and_cheese_diet_frozen_meal	Macaroni and cheese diet frozen meal
58302050	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Frozen_plate_meals_with_grain_mixture_as_major_ingredient;L4_;L5_;Beef_and_noodles_with_meat_sauce_and_cheese_diet_frozen_meal	Beef and noodles with meat sauce and cheese diet frozen meal
58302080	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Frozen_plate_meals_with_grain_mixture_as_major_ingredient;L4_;L5_;Noodles_with_vegetables_in_tomatobased_sauce_diet_frozen_meal	Noodles with vegetables in tomatobased sauce diet frozen meal
58303100	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Frozen_plate_meals_with_grain_mixture_as_major_ingredient;L4_;L5_;Rice_with_broccoli_cheese_sauce_frozen_side_dish	Rice with broccoli cheese sauce frozen side dish
58303200	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Frozen_plate_meals_with_grain_mixture_as_major_ingredient;L4_;L5_;Rice_with_green_beans_water_chestnuts_in_sherry_mushroom_sauce_frozen_side_dish	Rice with green beans water chestnuts in sherry mushroom sauce frozen side dish
58304010	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Frozen_plate_meals_with_grain_mixture_as_major_ingredient;L4_;L5_;Spaghetti_and_meatballs_dinner_NFS_frozen_meal	Spaghetti and meatballs dinner NFS frozen meal
58304020	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Frozen_plate_meals_with_grain_mixture_as_major_ingredient;L4_;L5_;Spaghetti_and_meatballs_with_tomato_sauce_sliced_apples_bread_frozen_meal	Spaghetti and meatballs with tomato sauce sliced apples bread frozen meal
58304050	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Frozen_plate_meals_with_grain_mixture_as_major_ingredient;L4_;L5_;Spaghetti_with_meat_and_mushroom_sauce_diet_frozen_meal	Spaghetti with meat and mushroom sauce diet frozen meal
58304060	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Frozen_plate_meals_with_grain_mixture_as_major_ingredient;L4_;L5_;Spaghetti_with_meat_sauce_diet_frozen_meal	Spaghetti with meat sauce diet frozen meal
